,Unnamed: 0,Title,Opinion,Place,Gender,Age,Country,Date,Label
2441,2441,"""Magnífico""","""Este teatro es verdaderamente una joya de la arquitectura en la ciudad con una maravillosa ubicacion y ambiente.""",Teatro Juárez,Male,44,Mozambique,23/03/2016,1
2042,2042,"""Muy bien cuidado""","""El teatro esta muy bonito, tiene buen mantenimiento, tienen platicas con su historia, ideal para tomar fotografías (con un costo extra). deberían iluminar mas la sala principal.""",Teatro Juárez,Male,32,Chile,06/04/2012,1
4363,4363,Vive la experiencia!,"Un area verde muy bonita en Guanajuato, rodeada de los chicos de la callejoneada y sobre todo por sus increíbles mariachis! ❤️❤️❤️",Jardín de la Unión,Male,-1,México,2019,1
1420,1420,"""Arquitectura colonial muy bella""","""Bonita por fuera y maravillosa por dentro, muy cuidada y hermosa. No dejar de visitarla. Los candiles son una pieza increible del arte colonial.""",Basilica Colegiata,Male,43,México,03/01/2013,1
1886,1886,"""Excelente vista de la ciudad""","""Nosotros realizamos el ascenso en vehículo, y desde arriba y de noche pudimos tener una espectacular vista de la ciudad, algo que no se pueden perder si visitan la bellísima ciudad de Guanajuato.""",Monumento Pípila,Male,22,Chile,27/11/2016,1
1553,1553,"""Únicas""","""Estas momias son muy únicas y cada una con su historia y a final de cuentas no en cualquier lado ves momias.""",Museo de las Momias,Male,56,México,02/03/2015,1
942,942,"""Un icono de Guanajuato""","""Es un icono para visitar. ¡Pero sin lugar no es el más importante! Se pueden hacer otras mas interesantes antes de ir a este espacio.""",Callejón del Beso,Female,47,Estados Unidos,13/05/2012,1
2691,2691,"""HERMOSA""","""Simplemente si vas a Guanajuato tienes que visitarla para tu acervo cultural, arquitectura inigualable.""",Basilica Colegiata,Female,44,México,09/12/2017,1
779,779,"""Teatro impecable""","""Hermoso, sin igual conservarlo de este modo después de tantos cientos de años parece mentira, contiene muebles, texturas, colores y todo como si el tiempo se hubiera detenido.""",Teatro Juárez,Female,24,México,22/11/2012,1
2964,2964,"""Buena vista""","""Lo mejor es subir en el carrito (funicular) disfruta de la vista y baja caminando para que te pierdas un poco y conozcas los callejones de la ciudad. La vista en la noche es la mejor, pero ten cuidado al bajar ya que se acaba el transporte público.""",Monumento Pípila,Male,39,México,29/08/2012,1
3914,3914,"""Es el atractivo que no debes dejar en Guanajuato""","""En tu estancia en Guanajuato. No debes dejar de observar los cuerpos momificados por alguna razón de la tierra de esta región.""",Museo de las Momias,Male,39,México,23/12/2012,1
3628,3628,"""Bonito parque con cafes para comer/cenar""","""Alrededor del parque hay varios restaurants/bars que se apetecen probar. Conocer el parque de la union (tambien conocido como del queso) es algo que no se deben perder.""",Jardín de la Unión,Male,-1,México,10/01/2012,1
2685,2685,"""Impresionable""","""Para personas sensibles o impresionables no es recomendable. La visita es corta 30 minutos aproximadamente, primero uno video y luego se pasa por cuatro salas aproximadamente. Te muestran desde la primera momia encontrada hasta la última del año 2004. Vale la pena visitarlo.""",Museo de las Momias,Female,21,Colombia,23/06/2017,1
2575,2575,Un poquito de historia,Recorrido muy rápido y fácil. Y si te encuentras a un guía te hace muy ameno el recorrido y aprendes cosas nuevas,Casa de Diego Rivera,Female,-1,N/I,2019,1
121,121,Museo de las momias,"El museo es interesante aunque resulta muy impresionante observar cadáveres en vitrinas de distintas edades, inclusive niños y fetos. Recomendable para quien considere interesante lo anterior",Museo de las Momias,Female,-1,N/I,2018,0
887,887,"""Es un gran jardín""","""Es un jardín verde en medio de guanajuato, frente a un teatro y de donde se ve el monumento al pipila. Tiene un kiosko y una fuente así como bancas para disfrutar de la sombra.""",Jardín de la Unión,Male,43,Estados Unidos,13/08/2016,1
4159,4159,"""Jardín hermoso, alegre y clásico""","""Este jardin esta muy bien cuidado, todo el año lo mantienen limpio y muy fresco, a los alrededores puedes encontrar restaurantes, heladeriasy tiendas para que te relajes y disfrutes del jardin un rato, en ocasiones hacen eventos o los artistas urbanos y artesanos muestran sus pinturas, dibujos o manualidades, muy bonito.""",Jardín de la Unión,Female,32,México,27/04/2012,1
685,685,"""Macabrooo""","""Fuimos por recomendación del guía-chofer que nos llevó a Guanajuato y no nos gustó. Hicimos una larga cola para comprar los boletos, luego entramos y a todos nos pareció desagradable ver tantos cadáveres de adultos, niños y hasta bebés con expresiones terroríficas. No lo recomiendo, mala energía...""",Museo de las Momias,Female,50,Uruguay,26/10/2016,0
1945,1945,"""Hermosa""","""Es una Iglesia hermosa, ¡y si se ve de noche con sus candelabros encendidos se realza aún más! Excelente ubicación para conocer todos los alrededores caminando.""",Basilica Colegiata,Male,-1,Estados Unidos,12/08/2015,1
1874,1874,"""Viaje a Guanajuato""","""El nueve de agosto, me llama la atención lo hermoso de los cantos que se escuchaban al pasar fuera de la iglesia, unos danzantes esperaban turno y los feligreses acompañaban ceremoniosa mente a ver a la patrona del lugar. El ave maría en latín invitaba a participar de la ceremonia. Es bella la estructura de la iglesia y no se diga la imagen hermosa de la virgen.""",Basilica Colegiata,Female,42,México,16/08/2012,1
2181,2181,"""Obligado""","""Excelente espacio cultural para conocer de la historia de Guanajuato y México en general. Bien merece la visita.""",Alhóndiga,Male,45,Costa Rica,30/12/2016,1
4052,4052,"""Fabuloso""","""La vista de la ciudad es incríble y el monumento es muy imponente y magnífico.""",Monumento Pípila,Female,33,México,04/04/2012,1
413,413,Bonito por fuera; feo por dentro,"El único atractivo que tiene este mercado es su entrada que es de estilo francés. Mandada a construir por Porfirio Diaz Pero el interior esta feo y sucio, No se antoja comer ahi ademas de que todo esta carisimo. En guanajuato por lo general todos son muy abusivos en los precios. Es increíble que unos simples frijoles te los den en 7o pesos son una ratas todos los comerciantes de ahí. No todos somo extranjeros como para poder gastar esas cantidades.",Mercado Hidalgo,Male,-1,México,2018,0
789,789,"""Recomendable""","""El callejón lo mantienen en muy buen estado, las paredes bien pintadas, limpio, en general todo Guanajuato es hermoso, la gente muy amable y sumamente recomendable que participen en una callejoneada, la cual consiste en una caminata por los principales callejón con la estudiantina, cantando canciones tradicionales de México, españolas, entre otras, muy seguro y tranquilo, yo acudí con mi esposa y mis hijos.""",Callejón del Beso,Male,62,México,27/12/2017,1
3972,3972,"""Excelente vista""","""Para visitar esta atracción es muy recomendable rentar un tour, y te llevarán a este lugar y a lo más típico de Guanajuato, puedes ingresar a un mirador dentro del Pípila y observar la ciudad, ya abajo encontrarás una terraza de la cual podrás tomar buenas fotos de Guanajuato.""",Monumento Pípila,Male,50,México,20/07/2016,1
2615,2615,"""Un lugar precioso""","""Es el centro de reunión de la vida nocturna en Guanajuato, está lleno de restaurantes y siempre hay grupos de músicos alrededor.""",Jardín de la Unión,Female,36,Colombia,12/12/2014,1
3404,3404,"""Subir por funicular y bajar a pie""","""Se ve la ciudad de Guanajuato, con una vista espectacular. La recomendación es pagar un viaje sencillo por funicular, y luego bajar a pie por alguna callejuela que te lleva directo al centro. Hermoso paseo.""",Monumento Pípila,Male,41,México,15/02/2015,1
3260,3260,"""Visita obligada""","""Recomiendo la visita a este lugar pero sobre todo escuchar la explicacion de los guias que ahi trabajan, informacion muy interesante de nuestra historia.""",Alhóndiga,Female,48,México,02/10/2017,1
1850,1850,"""Inicio turístico""","""Al llegar a la Basilica,puedes decidir irte hacia el mercado o hacia el teatro o puedes detener a desayunar o tomar alguna bebida ,enfrente ,ya que tien 2 restaurantes en la calle,donde se disfruta el andar de las personas que disfrutan Guanajuato,caminando.
y el templo de dia luce por su majestuosidad y localizacion,aunque no lo recominedo para personas que tengan problemas de caminar o de carreolas,porque hay que subir bastantes escalones ,pero ya dentro tien una presentacion digna de un palacio espiritual ,ademas que tiene una gran historia de la sociedad guanajuatense y de la historia de la ciudad.""",Basilica Colegiata,Male,20,México,22/01/2018,1
3662,3662,"""Arquitectura viviente""","""Este museo está inserto en un barrio arquitectónicamente muy hermoso en donde además de apreciar parte de la obra de Rivera, disfrutar de cómo se vivía en esa época, de los jardines que te invitan a tomar un buen descanso, te puedes deleitar con el entorno. Puedes hacerlo por la mañana, recorrer el barrio y si te da hambre pues un buen chile relleno en el Mercado.""",Casa de Diego Rivera,Female,49,Chile,25/05/2015,1
1688,1688,"""Excelente vista""","""Lugar agradable para sentarse a admirar la ciudad desde ese lugar, si vas del centro al Pípila a pie si es cansado pero vale la pena.""",Monumento Pípila,Female,20,México,28/11/2017,1
3558,3558,"""Emblemática construcción""","""Museo que muestra la historia hacia la independencia de México. Bien conservado. Los altares a los padres de la independencia son sencillos e impresionantes visita obligada.""",Alhóndiga,Male,36,México,17/07/2016,1
1425,1425,"""Excelente lugar""","""Me tocó ir por la mañana y es un lugar super tranquilo y se disfruta por la noche es bastante ruidoso y complicado de caminar.""",Jardín de la Unión,Male,22,México,08/11/2017,1
4210,4210,"""El icono de la Ciudad""","""Es el centro focal de la ciudad, ya sea por referencia o si estas viendo desde el mirador, todos se refieren a ella como punto de partida, sus colores son bonitos y la vista de la ciudad saliendo de la iglesia me hicieron sentir como en un parque temático.""",Basilica Colegiata,Male,32,México,18/05/2016,1
272,272,"""Regular""","""Nada extraordinario, desde que íbamos en el recorrido el guía nos dijo que ni eran momias, ya que cualquier cuerpo enterrado en zonas con ciertos minerales queda así, y que las historias son inventadas, así que para mí perdió cierto interés. Independientemente del lugar que huele a viejo y sucio.""",Museo de las Momias,Male,38,México,19/01/2015,0
782,782,"""Obligado""","""Es un lugar obligado a conocer, ya que todo el mundo habla de él. Demasiada gente para mi gusto y no tienes mucho tiempo para disfrutarlo.""",Callejón del Beso,Male,55,México,07/05/2013,1
521,521,"""Muy regular la comida""","""Muy regular la comida venden toda la comida regional como enchiladas mineras con pollo chile relleno o milanesa pero muy regular es barato pero la comida no es tan buena.""",Mercado Hidalgo,Male,23,México,08/02/2017,0
522,522,"""Bello""","""No sé, si sea porque esperaba demasiado, no quiero demeritarlo, es sin duda alguna... algo digno de conocer, es bello, sin embargo yo esperaba algo extraordinario y no lo fue, sin embargo he de recalcar que me tocó una función de teatro gratis y de donde soy ni de broma harían eso.""",Teatro Juárez,Female,43,España,13/08/2017,0
2223,2223,"""Excelente""","""Un edificio muy bien conservado con interesantes salas, el personal fue muy amable, lo malo es el horario de domingo.""",Alhóndiga,Male,18,México,05/08/2014,1
2361,2361,"""Parece un castillo""","""Ideal para subir las escalinatas y divisar su linda vista panoramica de la ciudad. recomiendo visitarla de noche cuando esta iluminada.""",Universidad de Guanajuato,Male,41,México,12/11/2016,1
2596,2596,"""Excelente""","""Fui con mi familia caminando al Pípila entre callejones llegamos, la vista es extremadamente genial y único, use el telescopio (no sé cómo se llama) y puedes aprecias los diferentes puntos de atracción que hay en la ciudad, el lugar está algo cuidado. Genial para pasar solo unos minutos :)""",Monumento Pípila,Female,30,México,16/01/2016,1
3091,3091,INTERESANTE,"El lugar es interesante, ha mejorado con respecto a algunos años atrás, las filas son muy largas para el acceso",Museo de las Momias,Female,-1,México,2019,1
350,350,"""No te pierdes de mucho si no puedes visitarlo""","""Honestamente no me pareció la gran cosa, solo es fama, había bastante gente formada para tomarse la tan ansiada Foto que ni podías ver por lo menos de lejos, hay niños que por unas monedas te cuentan la historia del sitio, pero nada del otro mundo.""",Callejón del Beso,Female,59,México,28/12/2016,0
