,Title,Opinion,Place,Gender,Age,Country,Date,Label
1454,"""Bonito""","""Si vas en temporada alta las colas se te hacen eternas y no puedes disfrutar bien la exposición. Merece la pena conocer porque está muy interesante ver a las momias en vivo. El servicio claro, no es el mejor pero uno va a ver a las momias y si eres paciente lo puedes disfrutar.""",Museo de las Momias,Female,44,México,01/08/2016,1
1455,"""Maravilloso""","""Tiene una arquitectura muy bonita y agradable. Es un lugar digno de admirar, lo malo es que esta lleno de gente y de guías que quieren sacarte dinero.""",Universidad de Guanajuato,Male,33,México,03/07/2017,1
1456,"""Emblemático""","""No hay mucho que hacer, solo es parte de la historia de la ciudad, escucha a las personas que dan la historia del lugar, ellos solo piden propina y te hacen muy amena la visita, con 2 dolares te vas a divertir mucho.""",Callejón del Beso,Male,48,México,25/09/2015,1
1457,"""Lugar mágico""","""Lo recomiendo como una de las principales atracciones, las momias estás perfectamente conservadas en sus aparadores, es interesante y te explican la historia de cada una, además afuera venden artesanías a muy buen precio, creo que muy económico lo recomiendo.""",Museo de las Momias,Female,29,México,05/08/2013,1
1458,"""¡No te lo puedes perder""","""Un teatro antiguo con toques franceses que sin duda hará volar tu imaginación, casi puedes ver en el vestíbulo todo el glamour de aquellos años. Gente vestida de gala, esperando al estreno de la última obra, discutiendo los últimos detalles de algún negocio con un vaso de whisky en la mano es lo que podrías imaginar cuando miras los amplios sillones del salón en la planta alta al nivel de los palcos. ¡Sin duda, una experiencia que no te querrás perder!""",Teatro Juárez,Male,32,México,05/06/2012,1
1459,"""Visita enriquecedora""","""Como acervo cultural es importante visitar la Alhóndiga, ya que el museo brinda un amplio panorama de la historia de México y las condiciones en que se for´maron algunas de nuestras leyes, ideología y cultura.""",Alhóndiga,Female,31,México,11/06/2013,1
1460,"""Impresionante escalinata""","""Es una construccion impresionante, sobre todo la escalinata que implica un reto a la condicion física de los estudiantes para recorrerla día a día.""",Universidad de Guanajuato,Female,50,México,19/06/2012,1
1461,"""Hermosa""","""La Basilica de Nuestra Sra. de Guanajuato es un lugar obligado para visitar ya que en lo personal me resulta hermosa por dentro y por fuera, el medificio es una de las mejores postales que tiene Guanajuato y no podràs irte sin tomarte una fotografia desde su exterior.""",Basilica Colegiata,Male,27,México,01/02/2017,1
1462,"""Muy bueno""","""La casa es engañosa ya que desde afuera se ve común, pero por dentro esta enorme, muy bonitas adaptaciones las que se hicieron.""",Casa de Diego Rivera,Female,66,México,28/10/2014,1
1463,"""Hermosa vista""","""El lugar te ofrece un impresionante vista de todo Guanajuato, te mezclas con los locales y las artesanías que encuentras al subir resultan ser más bonitas que las que encuentras en el mercado público del pueblo. Vale la pena subir y pasar un momento disfrutando del lugar y la vista.""",Monumento Pípila,Female,30,República Dominicana,13/09/2017,1
1464,"""¡¡Romántico!!""","""Como todo callejón su leyenda es triste y romántica, se dice que tienes que darte el beso con tu pareja en el 3er escalón pintado de rojo para tener años de suerte, sino te das el beso tendrás mala suerte, puedes dejar tu candadito con el nombre de tu pareja sobre los barandales o sobre la ventana, hay tiendas cercas donde puedes comprar algunos recuerdos... ¡¡Recomendado para las parejas que llegan a Guanajuato!!""",Callejón del Beso,Male,19,México,21/12/2016,1
1465,"""Para disfrutar la vista de la ciudad""","""Excelente para disfrutar la vista de la ciudad y tomar fotos inolvidables. Desde aquí puedes ver la basílica, la universidad, el jardín unión, la Alhóndiga… prácticamente todo.""",Monumento Pípila,Female,44,México,29/09/2015,1
1466,"""Alhóndiga de Granaditas""","""Otro lugar hermoso lleno de historia que no se puede dejar de visitar en su paso por Guanajuato, de lo mas representativo que tienen, con la famosa historia del pipila es un lugar que tienen que ver sin lugar a duda.""",Alhóndiga,Male,36,México,20/06/2016,1
1467,Centro Historico,"Sin duda una de las ciudades más hermosas del Mundo, el Jardín Unión es un emblemático lugar para pasar la tarde o la noche con tu pareja, rodeado de restaurantes bar y justo en frente el legendario Teatro Juárez sin duda lo pasaras genial en esta ciudad y no puedes dejar desapercibido el Jardín unión.",Jardín de la Unión,Male,-1,N/I,2018,1
1468,"""No te lo pierdas""","""Bien cuidado, con mucho sabor de provincia y ¡toda la gente posible! Buenos restaurantes alrededor, con precios para todos los bolsillos.""",Jardín de la Unión,Male,58,México,14/09/2012,1
1469,"""Vista de todo Guanajuato""","""Aquí se puede llegar por medio de funicular o por tour, tiene una vista de todo Guanajuato que vale la pena ver.""",Monumento Pípila,Male,43,Italia,08/08/2012,1
1470,"SELLAMOS NUESTRO
AMOR","Iniciamos nuestro recorrido con una experiencia inolvidable 
con una estudiantina en vivo tocando sobre las calles de
este Patrimonio Cultural de la Humanidad llamado 
Guanajuato, a los cuales se les denomina callejoneadas,
es una experiencia que no te puedes perder.
Iniciamos a un costado del Teatro Juárez y en el transcurso
de aproximadamente una hora y media experimente varias
sensaciones, emociones y sentimientos.
Nos repartieron un porrón (figura de cerámica ) como
souvenir y probamos una bebida dulce del beso.
Se nos habló acerca de la cultura tradiciones y costumbres,
nos divertimos mucho cantando al ritmo de la estudiantina, 
finalizamos nuestro recorrido con una leyenda contando
acerca de este trágica pero romántica leyenda que se 
suscitó en el callejón del beso.
Bajamos las escaleras y al momento de llegar al tercer 
escalón el cual está pintando de rojo se dice que tienes
que besar a tu pareja de lo contrario, tendrás mala suerte
así que mi esposo y yo en nuestra eterna luna de miel
sellamos nuestro amor eterno con un beso haciendo
honor a esta leyenda.
Les recomiendo escribir su propia historia hasta la 
próxima y buen viaje

@almaviajeraecologica
@love_turismo",Callejón del Beso,Female,-1,México,2019,1
1471,Romántico,"Sin lugar a duda un lugar que no puedes dejar de ir.
Es el tercer escalón del callejón, estrecho y allí es donde debes
darte el beso. Puedes tomar el tour ""callejoneando con la
estudiantina de Guanajuato"" no te lo puedes perder!",Callejón del Beso,Female,-1,N/I,2018,1
1472,"""¡Pocos, pocos como este teatro!""","""Cada año procuro estar en algún evento del Cervantino, y éste año me tocó por tercera ocasión el Teatro Juarez, unas instalaciones preciosas, con muy buena acústica, el escenario perfecto para deleitarse con lo mejor de la música.""",Teatro Juárez,Male,39,México,04/11/2015,1
1473,"""Solo para enamorados""","""Aunque hay muchos callejones con historia, el callejón del Beso es el más visitado ,por su historia contada, ahí por guías turísticos (algunos hasta de 6 añosy otros de 60 años) y cuentan la leyenda sobre 2 casas y 2 familias  la cual es muy trágica, pero si vas con tu pareja te hace jurar amor. Se llega solamente caminando y durante su recorrido puedes compra tarjetas, medallas, playeras, brazaletes, libros sobre el callejón.""",Callejón del Beso,Male,50,México,18/10/2013,1
1474,"""No dudes en visitarlo""","""Si quieres observar toda la ciudad es de carácter obligatorio que visites este monumento, no te lo puedes perder, solo espero que no temas a las alturas.""",Monumento Pípila,Female,25,Ecuador,24/10/2013,1
1475,"""Majestuosa""","""El Museo cuenta con una gran colección de arte, interesante para recordar nuestra historia, el edificio se mira en perfectas condiciones para los años que lleva, lo tienen muy bien conservado, todo esta limpio y ordenado. Han hecho muy buen trabajo.""",Alhóndiga,Female,60,México,03/05/2017,1
1476,"""El lugar más romántico de Guanajuato""","""¿Quién no quiere ir a este lugar y asegurar 15 años de fortuna amorosa? Aunque hay que hacer fila para entrar y darse el famoso beso, es una actividad que no se deberían de perder si visitan Guanajuato. La leyenda que envuelve a este lugar es tan romántica...""",Callejón del Beso,Female,23,México,02/02/2017,1
1477,"""¡HERMOSO!""","""¡Me encantó todo! el edificio, la explicación del guía y los buenos spots para una foto. Definitivamente es un lugar tradicional que no debe faltara al estar en Guanajuato. Me gustaría regresar para disfrutar de algún concierto.""",Teatro Juárez,Female,46,México,21/10/2015,1
1478,"""Wow""","""Este teatro es hermoso, incluso por fuera, te quita el aliento, por eso está calificado como el segundo teatro más hermoso de México.""",Teatro Juárez,Female,27,México,11/12/2016,1
1479,"""Ruta histórica""","""Es el museo de Guanajuato en el cual podemos observar piezas de prehispánicas, la historia de la independencia y datos que jamás imaginé, los murales son impresionantes.""",Alhóndiga,Female,23,México,26/09/2016,1
1480,Muchas obras de arte,Se pueden apreciar bastantes obras de arte de muchas personas no solo de Diego Rivera y de muchos estilos.,Casa de Diego Rivera,Male,-1,N/I,2015,1
1481,"""Hermoso teatro""","""Uno de los teatros más bonitos de México. Vale la pena hacer una parada en este sitio. La zona también tiene muchos cafés y restaurantes.""",Teatro Juárez,Female,58,México,25/11/2016,1
1482,"""La mejor vista de Guanajuato""","""Sin duda vale la pena subir tantas escaleras, tiene una vista espectacular y hay personas que te explican de igual manera la historia de este personaje. En el monumento hay como una sala donde se explica la historia de este personaje pero en verdad no vale la pena entrar aunque el costo es de 10 pesos por pax. Es otro punto obligatorio y hermoso de apreciar.""",Monumento Pípila,Male,19,México,12/11/2015,1
1483,"""Pieza de historia""","""Hermosa pieza de historia, la casa, es la casa donde nació Diego y presenta varias obras suyas. Disponen de exhibiciones temporales también. Les recomiendo entrar al auditorio y ver detenidamente el mural del paseo en la Alameda.""",Casa de Diego Rivera,Male,59,México,16/07/2015,1
1484,"""Mejor acondicionamiento""","""El lugar se ve remodelado y con cubiertas de acrílico, para proteger a las momias con señalamientos, visitas guiadas. Un señalamiento fuera de lugar: 'prohibido tomar fotografías' en el interior toman fotos con celulares, cámaras, muy a la mexicana.""",Museo de las Momias,Male,65,México,10/11/2013,1
1485,"""Icono de Guanajuato""","""Es un museo que es icono de la ciudad, sin embargo deberían mejorar y ampliar más el museo para que reciba más gente. He ido varias veces y no veo un gran avance en eso, sin embargo es muy interesante.""",Museo de las Momias,Male,18,México,11/05/2016,1
1486,"""Interesante""","""Muy bien conservado el edificio , limpio vigilado, pero afuera del edificio hace falta más descripción de su historia exterior, donde estuvieron las cabezas de Hidalgo, Allende etc, toda información para llegar solos caminando es dificil si vas por atras del edificio.""",Alhóndiga,Female,55,México,16/01/2013,1
1487,"""Necesario""","""El monumento como monumento, no es un atractivo que ir a visitar, es más su disfrute desde la ciudad, no obstante el lugar donde este esta, el mirador ofrece una vista que vale la pena llevarse consigo después de visitar esta hermosa ciudad.""",Monumento Pípila,Male,38,Colombia,28/06/2016,1
1488,"""Un paraíso en Guanajuato""","""Es impresionante ver tantos árboles convertidos en uno solo. Se respira un ambiente de paz y tranquilidad. ¡Bellísimo!""",Jardín de la Unión,Female,23,Estados Unidos,28/12/2015,1
1489,"""Obligado en tu visita a Guanajuato""","""Por la riqueza cultural del punto y sus leyendas es algo que se debe recorrer y retratar si es que vas con tu pareja. Fuera de eso no ofrece mucho ya que solo es un pequeño y reducido callejon. Generalmente va incluido en los tours por el centro y recomiendo que si se comprara el tour de callejoneada, que se con alguno que explique esa historia.""",Callejón del Beso,Male,37,Argentina,12/03/2018,1
